Ten_Truyen,Tac_Gia,The_Loai,Tinh_Trang,Luot_Xem,Luot_Sao,Luot_Binh_Luan,Luot_Cam_On,Link
Mồi câu [ giới giải trí ],Tửu Túy Đích Phúc Điệp,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Song khiết 🕊️ , Niên hạ , Chủ công , Gương vỡ lại lành , Giới giải trí , Khế ước tình nhân , Nhẹ nhàng , Đô thị tình duyên , 1v1",Hoàn thành,57081,1094,12,176,https://wikicv.net/truyen/moi-cau-gioi-giai-tri-Yi6WIVS4CE%7EOd0vR
,Ẩn danh,,Đang cập nhật,0,0,0,0,https://wikicv.net/truyen/hoa-no-usa-Wtc9fO8h7HKBcWNT
Marvel chi biến thân Spider-Man,Phức Mính Hiên,"Diễn sinh , Bách hợp , Hiện đại , OE , Tình cảm , Manga anime , Khoa học viễn tưởng , Sinh tồn , Xuyên việt , Ma pháp , Hệ thống , Thần tiên yêu quái , Nam biến nữ , Thế giới song song , Thị giác nữ chủ , Marvel , Lữ hành",Còn tiếp,56866,746,27,135,https://wikicv.net/truyen/marvel-chi-bien-than-spider-man-Y_qFFju262_jYMde
Ấu nữ miện hạ uy nghiêm tràn đầy,Tưởng Tác Tử Đích Linh Hi,"Nguyên sang , Bách hợp , Cổ đại , OE , Tình cảm , Làm ruộng , Dị thế , Xuyên việt , Nam biến nữ , Thị giác nữ chủ",Còn tiếp,56770,1544,70,162,https://wikicv.net/truyen/au-nu-mien-ha-uy-nghiem-tran-day-YaBjFkbIjimfMC_F
Nếu ta là thiên hạ đệ nhất,Phong Đình Tuyết,"Nguyên sang , Bách hợp , Cổ đại , HE , Võ hiệp , Nam biến nữ , Thị giác nữ chủ",Hoàn thành,56653,727,20,166,https://wikicv.net/truyen/neu-ta-la-thien-ha-de-nhat-XncBmEbIjhwN7CNa
Cẩu huyết ngược văn Alpha chỉ nghĩ Be/ Ngược văn thế thân Alpha không làm,Nhân Vưu,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên thư , Chủ công , ABO , Giới giải trí , Vườn trường , Nhẹ nhàng , 1v1",Hoàn thành,56598,218,25,113,https://wikicv.net/truyen/cau-huyet-nguoc-van-alpha-chi-nghi-be-ng-YHD5ZFS4CFk7rsk4
Nữ chủ đem ác độc nữ xứng liền người mang kịch bản cùng nhau đoạt đi rồi ( mau xuyên ),Hòa Trù,"Nguyên sang , Bách hợp , Cổ đại , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên nhanh , Chủ công , Cường cường , Sảng văn , Nhẹ nhàng",Hoàn thành,56512,1338,15,610,https://wikicv.net/truyen/nu-chu-dem-ac-doc-nu-xung-lien-nguoi-man-YPjlwVS4CAp_tgNP
Ran Mori muốn công lược Haibara Ai,Thiên Niên Thụ,"Diễn sinh , Bách hợp , Hiện đại , HE , Trinh thám , Manga anime , Khoa học viễn tưởng , Ấm áp",Tạm ngưng,56353,216,7,168,https://wikicv.net/truyen/ran-mori-muon-cong-luoc-haibara-ai-WqEbC%7E8h7H9HCoKJ
Nữ chủ tại thượng [ mau xuyên GL],Lê Lê Lê Lê Thiếu,"Nguyên sang , Bách hợp , Cận đại , Hiện đại , HE , Khoa học viễn tưởng , Hệ thống , Xuyên nhanh , Nữ phụ , Chủ thụ , Kim bài đề cử 🥇 , 1v1",Hoàn thành,56348,577,10,177,https://wikicv.net/truyen/nu-chu-tai-thuong-mau-xuyen-gl-W0nt4O8h7H9Cyhx_
Giáo thảo là nữ sinh [ xuyên thư ],Du Phù,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Xuyên thư , Chủ công , Vườn trường , Cường cường , Sảng văn , Nhẹ nhàng , Cải trang giả dạng",Hoàn thành,56311,771,13,298,https://wikicv.net/truyen/giao-thao-la-nu-sinh-xuyen-thu-XtskOlS4CC4E5tkn
Xuyên Nhanh Chi Ngụy Trang Thánh Mẫu,Ngung Ngung,"Nguyên sang , Bách hợp , Cổ đại , Hiện đại , Tương lai , HE , Tình cảm , Ngọt văn , Xuyên nhanh , Chủ công , Cường cường , 1v1",Hoàn thành,56296,2083,44,466,https://wikicv.net/truyen/xuyen-nhanh-chi-nguy-trang-thanh-mau-YtzwkvTaEHE4Fgf6
Trọng sinh chi Thiên Đạo thù tình,Khinh Niên,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Trọng sinh , Chủ công , Thăng cấp lưu , Kiếp trước kiếp này",Hoàn thành,56150,504,7,146,https://wikicv.net/truyen/trong-sinh-chi-thien-dao-thu-tinh-WyHgSO8h7BRkZoIO
Chuế A chỉ nghĩ ăn no chờ chết,Ngốc Mao Cáp,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Xuyên việt , Ngọt văn , Chủ công , ABO , Giới giải trí , Nhẹ nhàng",Hoàn thành,56052,357,17,79,https://wikicv.net/truyen/chue-a-chi-nghi-an-no-cho-chet-YLMDglS4CGmWk5Xg
"Ta, chết luật, ở Honkai thế giới quấy rối",Duyệt Thi,"Diễn sinh , Bách hợp , Hiện đại , OE , Tình cảm , Manga anime , Chủ thụ , Dưỡng thành , Thị giác nữ chủ , Honkai",Tạm ngưng,55978,610,24,107,https://wikicv.net/truyen/ta-chet-luat-o-honkai-the-gioi-quay-roi-YgTIkfTaEG%7EWg4EQ
Ta Chính Là Có Hậu Đài,Nha Tùng,"Nguyên sang , Bách hợp , Tương lai , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên nhanh , Chủ thụ , Nhẹ nhàng , Kim bài đề cử 🥇 , Ngược tra , 1v1 , Mất trí nhớ",Hoàn thành,55772,1295,16,462,https://wikicv.net/truyen/ta-chinh-la-co-hau-dai-W6oRcVS4CBrdWu9r
Tướng công là nam trang đại lão,Triệu Cửu Đường,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Cải trang giả dạng",Hoàn thành,55756,843,14,188,https://wikicv.net/truyen/tuong-cong-la-nam-trang-dai-lao-XYTnhFS4CELYhADr
Đầu lưỡi thượng chinh phục [GL],Bạch Nương Tử,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Kinh thương , Ngược văn , Giới giải trí , Cường cường , 1v1",Hoàn thành,55582,737,5,68,https://wikicv.net/truyen/dau-luoi-thuong-chinh-phuc-gl-XZ2dHVS4CCZlUPc2
hp Lella · Lorraine gl ( toàn viên ooc! ),Trí Ngã Đích Não Động Quân,"Diễn sinh , Bách hợp , Hiện đại , HE ,
                     , Harry Potter , Tây huyễn",Hoàn thành,55506,557,1,136,https://wikicv.net/truyen/hp-lella-lorraine-gl-toan-vien-ooc-WvfzdO8h7E2OWFO4
hp Sigrid · Black gl,Trí Ngã Đích Não Động Quân,"Diễn sinh , Bách hợp , Hiện đại , HE , Tình cảm , Ma pháp , Harry Potter , Phương Tây , 1v1",Hoàn thành,55319,838,9,273,https://wikicv.net/truyen/hp-sigrid-black-gl-YNhUCFS4CGVsXSGt
Honkai thế giới: Ta biến thành ngu ngốc na bản thể lạp!,Hoàng Qua Tử,"Diễn sinh , Bách hợp , Hiện đại , OE , Manga anime , Xuyên việt , Nam biến nữ , Tây huyễn , Thế giới song song , Thị giác nữ chủ , Xuyên thành vai chính , Honkai",Tạm ngưng,55315,543,30,67,https://wikicv.net/truyen/honkai-the-gioi-ta-bien-thanh-ngu-ngoc-n-X89jSDzLcgUBYGzC
Trốn bất quá hắc tâm liên nữ xứng [ xuyên thư ],Đát Đát Lạp Ái Nhĩ,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên thư , Nữ phụ , Thanh mai trúc mã , Chủ thụ , Nhẹ nhàng , Dưỡng thành , Đô thị tình duyên , 1v1 , Xuyên thành vai chính , Qua lại thời không",Hoàn thành,55300,955,23,363,https://wikicv.net/truyen/tron-bat-qua-hac-tam-lien-nu-xung-xuyen--X1eTx1S4CEnBWkHh
Ảnh hậu mau vào trong chén đi!,Yên Ba Điếu Nguyệt,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Mỹ thực , Giới giải trí , Nhẹ nhàng , Hài hước , Cận thủy lâu đài , Ấm áp , Tiểu bạch văn , Kim Bảng 🏆",Hoàn thành,55296,1189,7,259,https://wikicv.net/truyen/anh-hau-mau-vao-trong-chen-di-WveaaDu26yWoJwaP
Xuyên thành tra A sau ngọt sủng hắc liên hoa nữ chủ O,Thập Nguyệt Chiêu Chiêu,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Xuyên thư , Chủ công , Hào môn thế gia , ABO , Giới giải trí , Chậm nhiệt",Hoàn thành,55248,665,10,172,https://wikicv.net/truyen/xuyen-thanh-tra-a-sau-ngot-sung-hac-lien-YrBNRVS4CBZ0YKls
Trọng sinh chi cưng chiều thành nghiện,Bổn Điểu Tiên Phi,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Chủ công , Cung đình hầu tước , Nhẹ nhàng , Đơn hướng yêu thầm",Hoàn thành,55241,336,3,93,https://wikicv.net/truyen/trong-sinh-chi-cung-chieu-thanh-nghien-W6XuOVS4CGEPwbx1
Hệ thống cảm thấy ta thiếu ái ( xuyên nhanh ),Ngã Thủ Lí Hữu Chi Bút,"Nguyên sang , Bách hợp , Cổ đại , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên nhanh , Xuyên thư , Nhẹ nhàng , Hỗ công",Hoàn thành,55133,1043,7,343,https://wikicv.net/truyen/he-thong-cam-thay-ta-thieu-ai-xuyen-nhan-XxkhiTzLcn7BkwOO
Thanh lãnh Tiên Tôn hoài hồ hồ ta nhãi con,Vân Thâm Kiến Lộc,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Tiên hiệp , Xuyên thư , Sinh con , Nhẹ nhàng",Hoàn thành,55066,1086,18,351,https://wikicv.net/truyen/thanh-lanh-tien-ton-hoai-ho-ho-ta-nhai-c-Z0C6u_TaEGgaZp4L
Ta ở tuyển tú văn đương cuốn vương,Thiên Địa Giai Nhập Mộng,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Hệ thống , Xuyên thư , Giới giải trí , Hỗ công , 1v1",Hoàn thành,54978,1955,17,266,https://wikicv.net/truyen/ta-o-tuyen-tu-van-duong-cuon-vuong-ZYHfRFS4CCgAxvHr
Ảnh hậu Ma giáo giáo chủ [ xuyên qua ],Mộ Vũ Hề Hề,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Cổ xuyên kim , Giới giải trí",Hoàn thành,54915,541,23,183,https://wikicv.net/truyen/anh-hau-ma-giao-giao-chu-xuyen-qua-WyN9Y%7E8h7C3Rb5S8
Nữ chủ thu tiền bức ta yêu đương,Lý Thu Lang,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Xuyên nhanh , Chủ thụ , Nhẹ nhàng , Kim bài đề cử 🥇 , 1v1",Hoàn thành,54892,950,14,292,https://wikicv.net/truyen/nu-chu-thu-tien-buc-ta-yeu-duong-Xi5IQVS4CEhopP2B
Khi ta vứt bỏ vai chính sau [ xuyên nhanh ],Thất Thương Tế,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Hệ thống , Xuyên nhanh , Chủ công , Nữ phụ , Sảng văn , Nhẹ nhàng , 1v1",Hoàn thành,54872,1216,60,339,https://wikicv.net/truyen/khi-ta-vut-bo-vai-chinh-sau-xuyen-nhanh-YXH%7EI1S4CFPzGJvR
"Nữ vương, bức hôn (GL)",Vô Đức Vô Năng,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Khế ước tình nhân",Hoàn thành,54862,34,4,23,https://wikicv.net/truyen/nu-vuong-buc-hon-gl-WGvBQnCVfGU3lNbX
Nữ phò mã,Mạnh Kim Khán,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Ngọt văn , Trọng sinh , Chủ công , Cưới trước yêu sau , Cung đình hầu tước , Cải trang giả dạng",Hoàn thành,54775,496,16,206,https://wikicv.net/truyen/nu-pho-ma-ZXxuvVS4CGWLI0f5
Pháo hôi cùng bạch nguyệt quang [Xuyên nhanh GL],Kỉ Kiều,"Nguyên sang , Bách hợp , Cổ đại , Hiện đại , Tương lai , HE , Tình cảm , Huyền huyễn , Xuyên việt , Hệ thống , Xuyên nhanh , Tinh tế , Chủ công , Giới giải trí , Nhẹ nhàng , Trò chơi , Pháo hôi , Kim bài đề cử 🥇 , Nghịch tập , 1v1",Hoàn thành,54699,438,13,75,https://wikicv.net/truyen/phao-hoi-cung-bach-nguyet-quang-xuyen-nh-XTskeVS4CB6ObQpS
Thiên Đạo nói không cưới lão bà không cho phi thăng,Tiểu Lục Long,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Huyền huyễn , Tu chân , Ngọt văn , Trọng sinh , Chủ công , Song hướng yêu thầm , Cung đình hầu tước , Sảng văn , Kiếp trước kiếp này , Duyên trời tác hợp , Ngược tra , 1v1 , Song trọng sinh",Hoàn thành,54686,1434,14,415,https://wikicv.net/truyen/thien-dao-noi-khong-cuoi-lao-ba-khong-ch-ZM9zEDzLcjNyoxQr
Cứu vớt tiểu bạch hoa hành động [ mau xuyên GL],Thẩm Nhật Thập,"Nguyên sang , Bách hợp , Cổ đại , Cận đại , Hiện đại , HE , Tình cảm , Xuyên nhanh , Chủ công",Hoàn thành,54674,386,22,87,https://wikicv.net/truyen/cuu-vot-tieu-bach-hoa-hanh-dong-mau-xuye-WweNhu8h7B4kx_K1
Tổng phim ảnh: Hấp dẫn nữ đào hoa ký chủ sát điên rồi,Dương Tử Hỉ Hoan Tiểu Dạ,"Diễn sinh , Bách hợp , Cổ đại , Hiện đại , HE , Tình cảm , Phim ảnh , Ngọt văn , Xuyên nhanh",Hoàn thành,54667,1705,18,609,https://wikicv.net/truyen/tong-phim-anh-hap-dan-nu-dao-hoa-ky-chu--ZR3F_VS4CDYqcu3r
Xuyên thành tra A sau ta câu đi ngược văn nữ chủ,Cẩu Cẩu Cật Cốt Đầu,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên thư , Chủ công , ABO , Giới giải trí , Nhẹ nhàng , Duyên trời tác hợp",Hoàn thành,54620,661,4,75,https://wikicv.net/truyen/xuyen-thanh-tra-a-sau-ta-cau-di-nguoc-va-YsUiAVS4CG2scLdX
Biến thân loli đạo diễn,Siêu Cấp Viên,"Diễn sinh , Bách hợp , Hiện đại , HE , Manga anime , Xuyên việt , Hệ thống , Nam biến nữ , Giới giải trí , Vườn trường , Sảng văn , Nhẹ nhàng , Nhiều CP , Hài hước , Bình bộ thanh vân , Thế giới song song , Thị giác nữ chủ , Fate , Vô địch lưu , Kimetsu no Yaiba",Hoàn thành,54613,94,39,112,https://wikicv.net/truyen/bien-than-loli-dao-dien-YARa_ju261n8q2%7Eb
[ Xuyên nhanh ] Nữ chủ nàng tổng ở cong gl,Ất Thuần,"Nguyên sang , Bách hợp , Cổ đại , Cận đại , Hiện đại , Tương lai , HE , Tình cảm , Mạt thế , Tu chân , Hệ thống , Xuyên nhanh , Xuyên thư , Tinh tế , Nữ phụ , Cung đấu , Giới giải trí , Chủ thụ , Mỹ nhân ngư",Hoàn thành,54546,312,9,96,https://wikicv.net/truyen/xuyen-nhanh-nu-chu-nang-tong-o-cong-gl-W5LKKVS4CH7S1PwH
Xuyên thư: Xuyên thành tra A sau bị O ngọt sủng,Kiều An Sanh,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Xuyên thư , Chủ công , Hào môn thế gia , Nữ phụ , ABO , Nhẹ nhàng , 1v1 , Thị giác nữ chủ",Hoàn thành,54429,486,7,139,https://wikicv.net/truyen/xuyen-thu-xuyen-thanh-tra-a-sau-bi-o-ngo-YihOM1S4CCXal_OW
Gặp được Omega sau ta biến thành nãi cẩu,Nam Khái Bắc Mộng,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , ABO , Vườn trường , Nhẹ nhàng , Hỗ công",Hoàn thành,54365,235,8,93,https://wikicv.net/truyen/gap-duoc-omega-sau-ta-bien-thanh-nai-cau-X9mNelS4CAy39I9s
Trạch ma nữ,Hàm Ngư Thành Tiên,"Nguyên sang , Bách hợp , Hiện đại , Tương lai , OE , Huyền huyễn , Dị thế , Ma pháp , Nam biến nữ , Nhẹ nhàng , Tây huyễn , Nữ cường , Thị giác nữ chủ , Chậm nhiệt",Chưa xác minh,54302,1811,17,387,https://wikicv.net/truyen/trach-ma-nu-Ya3evlS4CFNOCet_
Tiểu ngốc tử làm ruộng ký/ Ta dựa làm ruộng dưỡng tức phụ ( xuyên qua ),Đại Miêu Truy Nguyệt,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Làm ruộng , Xuyên việt , Hỗ công , Cải trang giả dạng",Hoàn thành,54267,342,6,238,https://wikicv.net/truyen/tieu-ngoc-tu-lam-ruong-ky-ta-dua-lam-ruo-YFlzkTzLcg4E3dEp
"Moba: Ta, hẻm núi hư nữ nhân!",Ân Ly Ly Bất Ly,"Diễn sinh , Bách hợp , Hiện đại , OE , Tình cảm , Nam biến nữ , Trò chơi , 1v1 , Thị giác nữ chủ , Liên Minh Huyền Thoại",Tạm ngưng,54267,923,20,73,https://wikicv.net/truyen/moba-ta-hem-nui-hu-nu-nhan-YfT9YjzLcjx2jP%7EP
Xuyên đến điên mỹ tra A mất khống chế trước,Bất Hư Bất Hư,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên thư , Chủ công , ABO , Nhẹ nhàng , Duyên trời tác hợp",Hoàn thành,54177,381,18,148,https://wikicv.net/truyen/xuyen-den-dien-my-tra-a-mat-khong-che-tr-Yn4BNlS4CE8en7DF
Ta dựa cấp nữ xứng khắc kim phản hiện,Phong Thính Lan,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Xuyên thư , Chủ công , Giới giải trí , Sảng văn",Hoàn thành,54171,780,7,158,https://wikicv.net/truyen/ta-dua-cap-nu-xung-khac-kim-phan-hien-ZYNExFS4CDz1%7EU_m
Trước khi trở thành ma thần ta gia nhập group chat,Bạch Dạ Lẫm Âm,"Diễn sinh , Bách hợp , Cổ đại , Hiện đại , HE , Manga anime , Xuyên việt , Ma pháp , Hệ thống , Nam biến nữ , Vị diện , Vô hạn lưu , Thăng cấp lưu , Sảng văn , Nhẹ nhàng , Nhiều CP , Hài hước , Pokemon , Ấm áp , Duyên trời tác hợp , Người qua đường , Thế giới song song , Thị giác nữ chủ , Fate , Vô địch lưu",Tạm ngưng,54042,513,22,219,https://wikicv.net/truyen/truoc-khi-tro-thanh-ma-than-ta-gia-nhap--YEXarDu26w2PyU91
"Ta, Miketsu, là cái thần minh",Tiêm Dịch Chi Vũ,"Diễn sinh , Bách hợp , Cổ đại , Hiện đại , OE , Manga anime , Xuyên việt , Ma pháp , Thần tiên yêu quái , Nam biến nữ , Âm Dương Sư , Fate",Tạm ngưng,54009,1348,13,392,https://wikicv.net/truyen/ta-miketsu-la-cai-than-minh-YC5P2ju263YlYB62
Ngươi không được lại thân ta lạp [ xuyên nhanh ],Ba La Lao Phạn,"Nguyên sang , Bách hợp , Cổ đại , Hiện đại , HE , Tình cảm , Ngọt văn , Hệ thống , Song khiết 🕊️ , Xuyên nhanh , Xuyên thư , Mỹ thực , Giới giải trí , Vị diện , Niên thượng , Chủ thụ , Cung đình hầu tước , Đô thị tình duyên , Pháo hôi , Xuyên thành vai ác , Linh dị thần quái , 1v1 , Đế vương , Qua lại thời không , Điên phê , Trung khuyển , Đại lão , Si tình , Chiếm hữu dục , Ôn nhu , Mỹ nhân , Mỹ thụ , Dấm vương , Mị ma , Cố chấp , Phi nhân loại , Cưỡng chế ái , Trưởng thành , Văn nhã bại hoại , Si hán , Xúc tu , Thần minh , Cắt miếng , Luyến ái não , Hoàng hậu , Biến thái",Hoàn thành,53639,1137,53,648,https://wikicv.net/truyen/nguoi-khong-duoc-lai-than-ta-lap-xuyen-n-ZX1AKVS4CFDZA4MX
Đấu phá chi liễm tự một đời đổi ngươi tâm,Lance Chủ Nguyệt,"Diễn sinh , Bách hợp , Cổ đại , HE , Tình cảm , Khoa học viễn tưởng , Huyền huyễn , Hệ thống , Xuyên thư , Ngược văn , Chủ thụ",Hoàn thành,53567,90,7,6,https://wikicv.net/truyen/dau-pha-chi-liem-tu-mot-doi-doi-nguoi-ta-WruO7O8h7DGTNCb8
Xuyên nhanh chi nữ N hào muốn thêm diễn,Tàng Thanh Túc,"Nguyên sang , Bách hợp , Cổ đại , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên nhanh , Chủ công , Nhẹ nhàng , Vả mặt",Hoàn thành,53311,773,40,206,https://wikicv.net/truyen/xuyen-nhanh-chi-nu-n-hao-muon-them-dien-YsUfElS4CGEuzscz
Nữ chủ nàng thiên vị ta [ xuyên thư ],Phúc Sủng Sủng,"Nguyên sang , Bách hợp , Hiện đại , HE , Tình cảm , Ngọt văn , Xuyên thư , Thanh mai trúc mã , Chủ thụ , Nhẹ nhàng , Duyên trời tác hợp",Hoàn thành,53305,490,16,148,https://wikicv.net/truyen/nu-chu-nang-thien-vi-ta-xuyen-thu-XosjQFS4CDnHARs6
Tiểu độc tiên,Văn Nhã Ai Cập Miêu,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Xuyên việt , Song khiết 🕊️ , Hỗ công , Cận thủy lâu đài , 1v1",Hoàn thành,53168,966,9,303,https://wikicv.net/truyen/tieu-doc-tien-XtrJ8Tu260Z9sD13
Haruno Sakura đêm nay muốn ăn thịt nướng,Toan Thái Ngư,"Diễn sinh , Bách hợp , Cổ đại , OE , Manga anime , Dị thế , Xuyên việt , Hệ thống , Nam biến nữ , Naruto , Sảng văn , Hắc ám , Thị giác nữ chủ , Vô địch lưu",Hoàn thành,53015,1343,17,287,https://wikicv.net/truyen/haruno-sakura-dem-nay-muon-an-thit-nuong-Yv%7E35_TaEHV3EYmD
Long châu chi Lăng Diệp truyền kỳ,Vĩnh Hằng Sí Thiên Sử,"Diễn sinh , Bách hợp , Hiện đại , HE , Khoa học viễn tưởng , Huyền huyễn , Xuyên nhanh , Thần thoại , Thăng cấp lưu , Tây huyễn , Dragon Ball",Hoàn thành,53006,1042,7,96,https://wikicv.net/truyen/long-chau-chi-lang-diep-truyen-ky-Wp4%7Ede8h7ELplpli
Tổng cảm thấy tùy thời sẽ tánh mạng khó giữ được ( xuyên thư ),Mộ Thần Khê,"Nguyên sang , Bách hợp , Cổ đại , HE , Tình cảm , Tiên hiệp , Tu chân , Xuyên thư , Cường cường , Thăng cấp lưu , Chủ thụ , Nhẹ nhàng",Hoàn thành,52954,476,8,209,https://wikicv.net/truyen/tong-cam-thay-tuy-thoi-se-tanh-mang-kho--YKBTNFS4CB7kQHYL
